WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
0906,9,6,AUGUST,8,"10,11"
0906,9,6,OCTOBER,10,"6,10"
0907,9,7,APRIL,4,"19,20"
0907,9,7,JUNE,6,"15,16"
0907,9,7,AUGUST,8,"14,15"
0907,9,7,OCTOBER,10,"11,12"
0908,9,8,APRIL,4,"21,24"
0908,9,8,JUNE,6,"20,21"
0908,9,8,AUGUST,8,"16,17"
0908,9,8,OCTOBER,10,"13,16"
0909,9,9,APRIL,4,"25,26"
0909,9,9,JUNE,6,"22,23"
0909,9,9,AUGUST,8,"18,21"
0909,9,9,OCTOBER,10,"17,18"
0910,9,10,APRIL,4,"27,28"
0910,9,10,JUNE,6,"26,27"
0910,9,10,AUGUST,8,"22,23"
0910,9,10,OCTOBER,10,"19,20"
0911,9,11,MAY,5,"1,2"
0911,9,11,JUNE,6,"28,29"
0911,9,11,AUGUST,8,"24,25"
0911,9,11,OCTOBER,10,"23,24"
0912,9,12,MAY,5,"3,4"
0912,9,12,JUNE,6,30
0912,9,12,JULY,7,3
0912,9,12,AUGUST,8,"28,29"
0912,9,12,OCTOBER,10,"25,26"
0913,9,13,MAY,5,"5,8"
0913,9,13,JULY,7,"5,6"
0913,9,13,AUGUST,8,"30,31"
0913,9,13,OCTOBER,10,"27,30"
0914,9,14,MAY,5,"9,10"
0914,9,14,JULY,7,"7,10"
0914,9,14,SEPTEMBER,9,"1,5"
0914,9,14,OCTOBER,10,31
0914,9,14,NOVEMBER,11,1
0915,9,15,MAY,5,"11,12"
0915,9,15,JULY,7,"11,12"
0915,9,15,SEPTEMBER,9,"6,7"
0915,9,15,NOVEMBER,11,"2,3"
0916,9,16,MAY,5,"15,16"
0916,9,16,JULY,7,"13,14"
0916,9,16,SEPTEMBER,9,"8,11"
0916,9,16,NOVEMBER,11,"6,7"
0917,9,17,MAY,5,"17,18"
0917,9,17,JULY,7,"17,18"
0917,9,17,SEPTEMBER,9,"12,13"
0917,9,17,NOVEMBER,11,"8,9"
0918,9,18,MAY,5,"19,22"
0918,9,18,JULY,7,"19,20"
0918,9,18,SEPTEMBER,9,"14,15"
0918,9,18,NOVEMBER,11,"10,13"
0919,9,19,MAY,5,"23,24"
0919,9,19,JULY,7,"21,24"
0919,9,19,SEPTEMBER,9,"18,19"
0919,9,19,NOVEMBER,11,"14,15"
0920,9,20,MAY,5,"25,26"
0920,9,20,JULY,7,"25,26"
0920,9,20,SEPTEMBER,9,"20,21"
0920,9,20,NOVEMBER,11,"16,17"
1001,10,1,APRIL,4,"3,4"
1001,10,1,MAY,5,"19,22"
1001,10,1,JULY,7,"11,12"
1001,10,1,AUGUST,8,"28,29"
1001,10,1,OCTOBER,10,"17,18"
1002,10,2,APRIL,4,"5,6"
1002,10,2,MAY,5,"25,26"
1002,10,2,JULY,7,"17,18"
1002,10,2,AUGUST,8,"30,31"
1002,10,2,OCTOBER,10,"19,20"
1003,10,3,APRIL,4,"7,10"
1003,10,3,MAY,5,"25,26"
1003,10,3,JULY,7,"17,18"
1003,10,3,SEPTEMBER,9,"1,5"
1003,10,3,OCTOBER,10,"23,24"
1004,10,4,APRIL,4,"11,12"
1004,10,4,MAY,5,"30,31"
1004,10,4,JULY,7,"19,20"
1004,10,4,SEPTEMBER,9,"6,7"
1004,10,4,OCTOBER,10,"25,26"
1005,10,5,APRIL,4,"13,14"
1005,10,5,JUNE,6,"1,2"
1005,10,5,JULY,7,"21,24"
1005,10,5,SEPTEMBER,9,"8,11"
1005,10,5,OCTOBER,10,"27,30"
1006,10,6,APRIL,4,"17,18"
1006,10,6,JUNE,6,"5,6"
1006,10,6,JULY,7,"25,26"
1006,10,6,SEPTEMBER,9,"12,13"
1006,10,6,OCTOBER,10,31
1006,10,6,NOVEMBER,11,1
1007,10,7,APRIL,4,"19,20"
1007,10,7,JUNE,6,"7,8"
1007,10,7,JULY,7,"27,28"
1007,10,7,SEPTEMBER,9,"14,15"
1007,10,7,NOVEMBER,11,"2,3"
1008,10,8,APRIL,4,"21,24"
1008,10,8,JUNE,6,"9,12"
1008,10,8,JULY,7,31
1008,10,8,AUGUST,8,1
1008,10,8,SEPTEMBER,9,"18,19"
1008,10,8,NOVEMBER,11,"6,7"
1008,10,9,APRIL,4,"25,26"
1008,10,9,JUNE,6,"13,14"
1008,10,9,AUGUST,8,"2,3"
1008,10,9,SEPTEMBER,9,"20,21"
1009,10,9,NOVEMBER,11,"8,9"
1010,10,10,APRIL,4,"27,28"
1010,10,10,JUNE,6,"15,16"
1010,10,10,AUGUST,8,"4,7"
1010,10,10,SEPTEMBER,9,"22,25"
1010,10,10,NOVEMBER,11,"10,13"
1011,10,11,MAY,5,"1,2"
1011,10,11,JUNE,6,"20,21"
1011,10,11,AUGUST,8,"8,9"
1011,10,11,SEPTEMBER,9,"26,27"
1011,10,11,NOVEMBER,11,"14,15"
1012,10,12,MAY,5,"3,4"
1012,10,12,JUNE,6,"22,23"
1012,10,12,AUGUST,8,"10,11"
1012,10,12,SEPTEMBER,9,"28,29"
1012,10,12,NOVEMBER,11,"16,17"
1013,10,13,MAY,5,"5,8"
1013,10,13,JUNE,6,"26,27"
1013,10,13,AUGUST,8,"14,15"
1013,10,13,OCTOBER,10,"2,3"
1014,10,14,MAY,5,"9,10"
1014,10,14,JUNE,6,"28,29"
1014,10,14,AUGUST,8,"16,17"
1014,10,14,OCTOBER,10,"4,5"
1015,10,15,MAY,5,"11,12"
1015,10,15,JUNE,6,30
1015,10,15,JULY,7,3
1015,10,15,AUGUST,8,"18,21"
1015,10,15,OCTOBER,10,"6,10"
1016,10,16,MAY,5,"15,16"
1016,10,16,JULY,7,"5,6"
1016,10,16,AUGUST,8,"22,23"
1016,10,16,OCTOBER,10,"11,12"
1017,10,17,MAY,5,"17,18"
1017,10,17,JULY,7,"7,10"
1017,10,17,AUGUST,8,"24,25"
1017,10,17,OCTOBER,10,"13,14"
1101,11,1,APRIL,4,"3,4"
1101,11,1,MAY,5,"15,16"
1101,11,1,JUNE,6,"28,29"
1101,11,1,AUGUST,8,"11,14"
1101,11,1,SEPTEMBER,9,"25,26"
1101,11,1,NOVEMBER,11,"7,8"
1102,11,2,APRIL,4,"5,6,7,10"
1102,11,2,MAY,5,"17,18,19,22"
1102,11,2,JUNE,6,"30,"
1102,11,2,JULY,7,"3,5,6"
1102,11,2,AUGUST,8,"15,16,17,18"
1102,11,2,SEPTEMBER,9,"27,28,29"
1102,11,2,OCTOBER,10,2
1102,11,2,NOVEMBER,11,"9,10,13,14"
1103,11,3,APRIL,4,"11,12"
1103,11,3,MAY,5,"23,24"
1103,11,3,JULY,7,"7,10"
1103,11,3,AUGUST,8,"21,22"
1103,11,3,OCTOBER,10,"3,4"
1103,11,3,NOVEMBER,11,"15,16"
1104,11,4,APRIL,4,"13,14,17,18"
1104,11,4,MAY,5,"25,26,30,31"
1104,11,4,JULY,7,"11,12,13,14"
1104,11,4,AUGUST,8,"23,24,25,28"
1104,11,4,OCTOBER,10,"5,6,10,11"
1105,11,5,APRIL,4,"19,20"
1105,11,5,JUNE,6,"1,2"
1105,11,5,JULY,7,"17,18"
1105,11,5,AUGUST,8,"29,30"
1105,11,5,OCTOBER,10,"12,13"
1106,11,6,APRIL,4,"21,24"
1106,11,6,JUNE,6,"5,6"
1106,11,6,JULY,7,"19,20"
1106,11,6,AUGUST,8,31
1106,11,6,SEPTEMBER,9,1
1106,11,6,OCTOBER,10,"16,17"
1107,11,7,APRIL,4,"25,26"
1107,11,7,JUNE,6,"7,8"
1107,11,7,JULY,7,"21,24"
1107,11,7,SEPTEMBER,9,"5,6"
1107,11,7,OCTOBER,10,"18,19"
1108,11,8,APRIL,4,"27,28"
1108,11,8,MAY,5,"1,2"
1108,11,8,JUNE,6,"9,12,13,14"
1108,11,8,JULY,7,"25,26,27,28"
1108,11,8,SEPTEMBER,9,"7,8,11,12"
1108,11,8,OCTOBER,10,"20,23,24,25"
1109,11,9,MAY,5,"3,4"
1109,11,9,JUNE,6,"15,16"
1109,11,9,AUGUST,8,"1,2"
1109,11,9,SEPTEMBER,9,"13,14"
1109,11,9,OCTOBER,10,"26,27"
1110,11,10,MAY,5,"5,8"
1110,11,10,JUNE,6,"20,21"
1110,11,10,AUGUST,8,"3,4"
1110,11,10,SEPTEMBER,9,"15,18"
1110,11,10,OCTOBER,10,"30,31"
1111,11,11,MAY,5,"9,10"
1111,11,11,JUNE,6,"22,23"
1111,11,11,AUGUST,8,"7,8"
1111,11,11,SEPTEMBER,9,"19,20"
1111,11,11,NOVEMBER,11,"1,2"
1112,11,12,MAY,5,"11,12"
1112,11,12,JUNE,6,"26,27"
1112,11,12,AUGUST,8,"9,10"
1112,11,12,SEPTEMBER,9,"21,22"
1112,11,12,NOVEMBER,11,"3,6"
1201,12,1,APRIL,4,"3,4"
1201,12,1,MAY,5,"3,4"
1201,12,1,JUNE,6,"5,6"
1201,12,1,JULY,7,"7,10"
1201,12,1,AUGUST,8,"8,9"
1201,12,1,SEPTEMBER,9,"8,11"
1201,12,1,OCTOBER,10,"11,12"
1201,12,1,NOVEMBER,11,"13,14"
1202,12,2,APRIL,4,"5,6"
1202,12,2,MAY,5,"5,8"
1202,12,2,JUNE,6,"7,8"
1202,12,2,JULY,7,"11,12"
1202,12,2,AUGUST,8,"10,11"
1202,12,2,SEPTEMBER,9,"12,13"
1202,12,2,OCTOBER,10,"13,16"
1202,12,2,NOVEMBER,11,"15,16"
1203,12,3,APRIL,4,"7,10"
1203,12,3,MAY,5,"9,10"
1203,12,3,JUNE,6,"9,12"
1203,12,3,JULY,7,"13,14"
1203,12,3,AUGUST,8,"14,15"
1203,12,3,SEPTEMBER,9,"14,15"
1203,12,3,OCTOBER,10,"17,18"
1203,12,3,NOVEMBER,11,17
1204,12,4,APRIL,4,"11,12"
1204,12,4,MAY,5,"11,12"
1204,12,4,JUNE,6,"13,14"
1204,12,4,JULY,7,"17,18"
1204,12,4,AUGUST,8,"16,17"
1204,12,4,SEPTEMBER,9,"18,19"
1204,12,4,OCTOBER,10,"19,20"
1205,12,5,APRIL,4,"13,14"
1205,12,5,MAY,5,"15,16"
1205,12,5,JUNE,6,"15,16"
1205,12,5,JULY,7,"19,20"
1205,12,5,AUGUST,8,"18,21"
1205,12,5,SEPTEMBER,9,"20,21"
1205,12,5,OCTOBER,10,"23,24"
1206,12,6,APRIL,4,"17,18"
1206,12,6,MAY,5,"17,18"
1206,12,6,JUNE,6,"20,21"
1206,12,6,JULY,7,"21,24"
1206,12,6,AUGUST,8,"22,23"
1206,12,6,SEPTEMBER,9,"22,25"
1206,12,6,OCTOBER,10,"25,26"
1207,12,7,APRIL,4,"19,20"
1207,12,7,MAY,5,"19,22"
1207,12,7,JUNE,6,"22,23"
1207,12,7,JULY,7,"25,26"
1207,12,7,AUGUST,8,"24,25"
1207,12,7,SEPTEMBER,9,"26,27"
1207,12,7,OCTOBER,10,"27,30"
1208,12,8,APRIL,4,"21,24"
1208,12,8,MAY,5,"23,24"
1208,12,8,JUNE,6,"26,27"
1208,12,8,JULY,7,"27,28"
1208,12,8,AUGUST,8,"28,29"
1208,12,8,SEPTEMBER,9,"28,29"
1208,12,8,OCTOBER,10,31
1208,12,8,NOVEMBER,11,1
1209,12,9,APRIL,4,"25,26"
1209,12,9,MAY,5,"25,26"
1209,12,9,JUNE,6,"28,29"
1209,12,9,JULY,7,31
1209,12,9,AUGUST,8,"1,30,31"
1209,12,9,OCTOBER,10,"2,3"
1209,12,9,NOVEMBER,11,"2,3"
1210,12,10,APRIL,4,"27,28"
1210,12,10,MAY,5,"30,31"
1210,12,10,JUNE,6,30
1210,12,10,JULY,7,3
1210,12,10,AUGUST,8,"2,3"
1210,12,10,SEPTEMBER,9,"1,5"
1210,12,10,OCTOBER,10,"4,5"
1210,12,10,NOVEMBER,11,"6,7"
1211,12,11,MAY,5,"1,2"
1211,12,11,JUNE,6,"1,2"
1211,12,11,JULY,7,"5,6"
1211,12,11,AUGUST,8,"4,7"
1211,12,11,SEPTEMBER,9,"6,7"
1211,12,11,OCTOBER,10,"6,10"
1211,12,11,NOVEMBER,11,"8,9"
1301,13,1,APRIL,4,"3,4"
1301,13,1,JUNE,6,"20,21"
1301,13,1,SEPTEMBER,9,"6,7"
1302,13,2,APRIL,4,"5,6"
1302,13,2,JUNE,6,"22,23"
1302,13,2,SEPTEMBER,9,"8,11"
1303,13,3,APRIL,4,"7,10"
1303,13,3,JUNE,6,"26,27"
1303,13,3,SEPTEMBER,9,"12,13"
1304,13,4,APRIL,4,"11,12"
1304,13,4,JUNE,6,"28,29"
1304,13,4,SEPTEMBER,9,"14,15"
1305,13,5,APRIL,4,"13,14"
1305,13,5,JUNE,6,30
1305,13,5,JULY,7,3
1305,13,5,SEPTEMBER,9,"18,19"
1306,13,6,APRIL,4,"17,18"
1306,13,6,JULY,7,"5,6"
1306,13,6,SEPTEMBER,9,"20,21"
1307,13,7,APRIL,4,"19,20"
1307,13,7,JULY,7,"7,10"
1307,13,7,SEPTEMBER,9,"22,23"
1308,13,8,APRIL,4,"21,24"
1308,13,8,JULY,7,"11,12"
1308,13,8,SEPTEMBER,9,"26,27"
1309,13,9,APRIL,4,"25,26"
1309,13,9,JULY,7,"13,14"
1309,13,9,SEPTEMBER,9,"28,29"
1310,13,10,APRIL,4,"27,28"
1310,13,10,JULY,7,"17,18"
1310,13,10,OCTOBER,10,"2,3"
1311,13,11,MAY,5,"1,2"
1311,13,11,JULY,7,"19,20"
1311,13,11,OCTOBER,10,"4,5"
1312,13,12,MAY,5,"3,4"
1312,13,12,JULY,7,"21,24"
1312,13,12,OCTOBER,10,"6,10"
1313,13,13,MAY,5,"5,8"
1313,13,13,JULY,7,"25,26"
1313,13,13,OCTOBER,10,"11,12"
1314,13,14,MAY,5,"9,10"
1314,13,14,JULY,7,"27,28"
1314,13,14,OCTOBER,10,"13,16"
1315,13,15,MAY,5,"11,12"
1315,13,15,JULY,7,31
1315,13,15,AUGUST,8,1
1315,13,15,OCTOBER,10,"17,18"
1316,13,16,MAY,5,"15,16"
1316,13,16,AUGUST,8,"2,3"
1316,13,16,OCTOBER,10,"19,20"
1317,13,17,MAY,5,"17,18"
1317,13,17,AUGUST,8,"4,7"
1317,13,17,OCTOBER,10,"23,24"
1318,13,18,MAY,5,"19,22"
1318,13,18,AUGUST,8,"8,9"
1318,13,18,OCTOBER,10,"25,26"
1319,13,19,MAY,5,"23,24"
1319,13,19,AUGUST,8,"10,11"
1319,13,19,OCTOBER,10,"27,30"
1320,13,20,MAY,5,"25,26"
1320,13,20,AUGUST,8,"14,15"
1320,13,20,OCTOBER,10,31
1320,13,20,NOVEMBER,11,1
1321,13,21,MAY,5,"30,31"
1321,13,21,AUGUST,8,"16,17"
1321,13,21,NOVEMBER,11,"2,3"
1322,13,22,JUNE,6,"1,2"
1322,13,22,AUGUST,8,"18,21"
1322,13,22,NOVEMBER,11,"6,7"
1323,13,23,JUNE,6,"5,6"
1323,13,23,AUGUST,8,"22,23"
1323,13,23,NOVEMBER,11,"8,9"
1324,13,24,JUNE,6,"7,8"
1324,13,24,AUGUST,8,"24,25"
1324,13,24,NOVEMBER,11,"10,13"
1325,13,25,JUNE,6,"9,12"
1325,13,25,AUGUST,8,"28,29"
1325,13,25,NOVEMBER,11,"14,15"
1326,13,26,JUNE,6,"13,14"
1326,13,26,AUGUST,8,"30,31"
1326,13,26,NOVEMBER,11,"15,16"
1327,13,27,JUNE,6,"15,16"
1327,13,27,SEPTEMBER,9,"1,5"
1327,13,27,NOVEMBER,11,"16,17"
1401,14,1,APRIL,4,"3,4"
1401,14,1,MAY,5,"23,24"
1401,14,1,JULY,7,"17,18"
1401,14,1,SEPTEMBER,9,"6,7"
1401,14,1,OCTOBER,10,"27,30"
1402,14,2,APRIL,4,"5,6"
1402,14,2,MAY,5,"25,26"
1402,14,2,JULY,7,"19,20"
1402,14,2,SEPTEMBER,9,"8,11"
1402,14,2,OCTOBER,10,31
1402,14,2,NOVEMBER,11,1
1403,14,3,APRIL,4,"7,10"
1403,14,3,MAY,5,"30,31"
1403,14,3,JULY,7,"21,24"
1403,14,3,SEPTEMBER,9,"12,13"
1403,14,3,NOVEMBER,11,"2,3"
1404,14,4,APRIL,4,"11,12"
1404,14,4,JUNE,6,"1,2"
1404,14,4,JULY,7,"25,26"
1404,14,4,SEPTEMBER,9,"14,15"
1404,14,4,NOVEMBER,11,"6,7"
1405,14,5,APRIL,4,"13,14"
1405,14,5,JUNE,6,"5,6"
1405,14,5,JULY,7,"27,28"
1405,14,5,SEPTEMBER,9,"18,19"
1405,14,5,NOVEMBER,11,"8,9"
1406,14,6,APRIL,4,"17,18"
1406,14,6,JUNE,6,"7,8"
1406,14,6,JULY,7,31
1406,14,6,AUGUST,8,1
1406,14,6,SEPTEMBER,9,"20,21"
1406,14,6,NOVEMBER,11,"10,13"
1407,14,7,APRIL,4,"19,20"
1407,14,7,JUNE,6,"9,12"
1407,14,7,AUGUST,8,"2,3"
1407,14,7,SEPTEMBER,9,"22,25"
1407,14,7,NOVEMBER,11,"14,15"
1408,14,8,APRIL,4,"21,24"
1408,14,8,JUNE,6,"13,14"
1408,14,8,AUGUST,8,"4,7"
1408,14,8,SEPTEMBER,9,"26,27"
1408,14,8,NOVEMBER,11,"16,17"
1409,14,9,APRIL,4,"25,26"
1409,14,9,JUNE,6,"15,16"
1409,14,9,AUGUST,8,"8,9"
1409,14,9,SEPTEMBER,9,"28,29"
1410,14,10,APRIL,4,"27,28"
1410,14,10,JUNE,6,"20,21"
1410,14,10,AUGUST,8,"10,11"
1410,14,10,OCTOBER,10,"2,3"
1411,14,11,MAY,5,"1,2"
1411,14,11,JUNE,6,"22,23"
1411,14,11,AUGUST,8,"14,15"
1411,14,11,OCTOBER,10,"4,5"
1412,14,12,MAY,5,"3,4"
1412,14,12,JUNE,6,"26,27"
1412,14,12,AUGUST,8,"16,17"
1412,14,12,OCTOBER,10,"6,10"
1413,14,13,MAY,5,"5,8"
1413,14,13,JUNE,6,"28,29"
1413,14,13,AUGUST,8,"18,21"
1413,14,13,OCTOBER,10,"11,12"
1414,14,14,MAY,5,"9,10"
1414,14,14,JUNE,6,30
1414,14,14,JULY,7,3
1414,14,14,AUGUST,8,"22,23"
1414,14,14,OCTOBER,10,"13,16"
1415,14,15,MAY,5,"11,12"
1415,14,15,JULY,7,"5,6"
1415,14,15,AUGUST,8,"24,25"
1415,14,15,OCTOBER,10,"17,18"
1416,14,16,MAY,5,"15,16"
1416,14,16,JULY,7,"7,10"
1416,14,16,AUGUST,8,"28,29"
1416,14,16,OCTOBER,10,"19,20"
1417,14,17,MAY,5,"17,18"
1417,14,17,JULY,7,"11,12"
1417,14,17,AUGUST,8,"30,31"
1417,14,17,OCTOBER,10,"23,24"
1418,14,18,MAY,5,"19,22"
1418,14,18,JULY,7,"13,14"
1418,14,18,SEPTEMBER,9,"1,5"
1418,14,18,OCTOBER,10,"25,26"
1501,15,1,APRIL,4,"3,4"
1501,15,1,MAY,5,"1,2,30,31"
1501,15,1,JUNE,6,"28,29"
1501,15,1,JULY,7,"27,28"
1501,15,1,AUGUST,8,"24,25"
1501,15,1,SEPTEMBER,9,"22,25"
1501,15,1,OCTOBER,10,"23,24"
1502,15,2,APRIL,4,"5,6"
1502,15,2,MAY,5,"3,4"
1502,15,2,JUNE,6,"1,2,30"
1502,15,2,JULY,7,"3,31"
1502,15,2,AUGUST,8,"1,28,29"
1502,15,2,SEPTEMBER,9,"26,27"
1502,15,2,OCTOBER,10,"25,26"
1503,15,3,APRIL,4,"7,10"
1503,15,3,MAY,5,"5,8"
1503,15,3,JUNE,6,"5,6"
1503,15,3,JULY,7,"5,6"
1503,15,3,AUGUST,8,"2,3,30,31"
1503,15,3,SEPTEMBER,9,"28,29"
1503,15,3,OCTOBER,10,"27,30"
1504,15,4,APRIL,4,"11,12"
1504,15,4,MAY,5,"9,10"
1504,15,4,JUNE,6,"7,8"
1504,15,4,JULY,7,"7,10"
1504,15,4,AUGUST,8,"4,7"
1504,15,4,SEPTEMBER,9,"1,5"
1504,15,4,OCTOBER,10,"2,3,31"
1504,15,4,NOVEMBER,11,1
1505,15,5,APRIL,4,"13,14"
1505,15,5,MAY,5,"11,12"
1505,15,5,JUNE,6,"9,12"
1505,15,5,JULY,7,"11,12"
1505,15,5,AUGUST,8,"8,9"
1505,15,5,SEPTEMBER,9,"6,7"
1505,15,5,OCTOBER,10,"4,5"
1505,15,5,NOVEMBER,11,"2,3"
1506,15,6,APRIL,4,"17,18"
1506,15,6,MAY,5,"15,16"
1506,15,6,JUNE,6,"13,14"
1506,15,6,JULY,7,"13,14"
1506,15,6,AUGUST,8,"10,11"
1506,15,6,SEPTEMBER,9,"8,11"
1506,15,6,OCTOBER,10,"6,10"
1506,15,6,NOVEMBER,11,"6,7"
1507,15,7,APRIL,4,"19,20"
1507,15,7,MAY,5,"17,18"
1507,15,7,JUNE,6,"15,16"
1507,15,7,JULY,7,"17,18"
1507,15,7,AUGUST,8,"14,15"
1507,15,7,SEPTEMBER,9,"12,13"
1507,15,7,OCTOBER,10,"11,12"
1507,15,7,NOVEMBER,11,"8,9"
1508,15,8,APRIL,4,"21,24"
1508,15,8,MAY,5,"19,22"
1508,15,8,JUNE,6,"20,21"
1508,15,8,JULY,7,"19,20"
1508,15,8,AUGUST,8,"16,17"
1508,15,8,SEPTEMBER,9,"14,15"
1508,15,8,OCTOBER,10,"13,16"
1508,15,8,NOVEMBER,11,"10,13"
1509,15,9,APRIL,4,"25,26"
1509,15,9,MAY,5,"23,24"
1509,15,9,JUNE,6,"22,23"
1509,15,9,JULY,7,"21,24"
1509,15,9,AUGUST,8,"18,21"
1509,15,9,SEPTEMBER,9,"18,19"
1509,15,9,OCTOBER,10,"17,18"
1509,15,9,NOVEMBER,11,"14,15"
1510,15,10,APRIL,4,"27,28"
1510,15,10,MAY,5,"25,26"
1510,15,10,JUNE,6,"26,27"
1510,15,10,JULY,7,"25,26"
1510,15,10,AUGUST,8,"22,23"
1510,15,10,SEPTEMBER,9,"20,21"
1510,15,10,OCTOBER,10,"19,20"
1510,15,10,NOVEMBER,11,"16,17"
1601,16,1,APRIL,4,"3,4"
1601,16,1,JUNE,6,"13,14"
1601,16,1,AUGUST,8,"24,25"
1601,16,1,NOVEMBER,11,"6,7"
1602,16,2,APRIL,4,"5,6"
1602,16,2,JUNE,6,"15,16"
1602,16,2,AUGUST,8,"28,29"
1602,16,2,NOVEMBER,11,"8,9"
1603,16,3,APRIL,4,"7,10"
1603,16,3,JUNE,6,"20,21"
1603,16,3,AUGUST,8,"30,31"
1603,16,3,NOVEMBER,11,"10,13"
1604,16,4,APRIL,4,"11,12"
1604,16,4,JUNE,6,"22,23"
1604,16,4,SEPTEMBER,9,"1,5"
1604,16,4,NOVEMBER,11,"14,15"
1605,16,5,APRIL,4,"13,14"
1605,16,5,JUNE,6,"26,27"
1605,16,5,SEPTEMBER,9,"6,7"
1605,16,5,NOVEMBER,11,"16,17"
1606,16,6,APRIL,4,"17,18"
1606,16,6,JUNE,6,"28,29"
1606,16,6,SEPTEMBER,9,"8,11"
1607,16,7,APRIL,4,"19,20"
1607,16,7,JUNE,6,30
1607,16,7,JULY,7,3
1607,16,7,SEPTEMBER,9,"12,13"
1608,16,8,APRIL,4,"21,24"
1608,16,8,JULY,7,"5,6"
1608,16,8,SEPTEMBER,9,"14,15"
1609,16,9,APRIL,4,"25,26"
1609,16,9,JULY,7,"7,10"
1609,16,9,SEPTEMBER,9,"18,19"
1610,16,10,APRIL,4,"27,28"
1610,16,10,JULY,7,"11,12"
1610,16,10,SEPTEMBER,9,"20,21"
1611,16,11,MAY,5,"1,2"
1611,16,11,JULY,7,"13,14"
1611,16,11,SEPTEMBER,9,"22,25"
1612,16,12,MAY,5,"3,4"
1612,16,12,JULY,7,"17,18"
1612,16,12,SEPTEMBER,9,"26,27"
1613,16,13,MAY,5,"5,6"
1613,16,13,JULY,7,"19,20"
1613,16,13,SEPTEMBER,9,"28,29"
1614,16,14,MAY,5,"9,10"
1614,16,14,JULY,7,"21,24"
1614,16,14,OCTOBER,10,"2,3"
1615,16,15,MAY,5,"11,12"
1615,16,15,JULY,7,"25,26"
1615,16,15,OCTOBER,10,"4,5"
1616,16,16,MAY,5,"15,16"
1616,16,16,JULY,7,"27,28"
1616,16,16,OCTOBER,10,"6,10"
1617,16,17,MAY,5,"17,18"
1617,16,17,JULY,7,31
1617,16,17,AUGUST,8,1
1617,16,17,OCTOBER,10,"11,12"
1618,16,18,MAY,5,"19,22"
1618,16,18,AUGUST,8,"2,3"
1618,16,18,OCTOBER,10,"13,16"
1619,16,19,MAY,5,"23,24"
1619,16,19,AUGUST,8,"4,7"
1619,16,19,OCTOBER,10,"17,18"
1620,16,20,MAY,5,"25,26"
1620,16,20,AUGUST,8,"8,9"
1620,16,20,OCTOBER,10,"19,20"
1621,16,21,MAY,5,"30,31"
1621,16,21,AUGUST,8,"10,11"
1621,16,21,OCTOBER,10,"23,24"
1622,16,22,JUNE,6,"1,2"
1622,16,22,AUGUST,8,"14,15"
1622,16,22,OCTOBER,10,"25,26"
1623,16,23,JUNE,6,"5,6"
1623,16,23,AUGUST,8,"16,17"
1623,16,23,OCTOBER,10,"27,30"
1624,16,24,JUNE,6,"7,8"
1624,16,24,AUGUST,8,"18,21"
1624,16,24,OCTOBER,10,31
1624,16,24,NOVEMBER,11,1
1625,16,25,JUNE,6,"9,12"
1625,16,25,AUGUST,8,"22,23"
1625,16,25,NOVEMBER,11,"2,3"
1701,17,1,APRIL,4,"3,4"
1701,17,1,JUNE,6,"13,14"
1701,17,1,AUGUST,8,"24,25"
1701,17,1,NOVEMBER,11,"6,7"
1702,17,2,APRIL,4,"5,6"
1702,17,2,JUNE,6,"15,16"
1702,17,2,AUGUST,8,"28,29"
1702,17,2,NOVEMBER,11,"8,9"
1703,17,3,APRIL,4,"7,10"
1703,17,3,JUNE,6,"20,21"
1703,17,3,AUGUST,8,"30,31"
1703,17,3,NOVEMBER,11,"10,13"
1704,17,4,APRIL,4,"11,12"
1704,17,4,JUNE,6,"22,23"
1704,17,4,SEPTEMBER,9,"1,5"
1704,17,4,NOVEMBER,11,"14,15"
1705,17,5,APRIL,4,"13,14"
1705,17,5,JUNE,6,"26,27"
1705,17,5,SEPTEMBER,9,"6,7"
1705,17,5,NOVEMBER,11,"16,17"
1706,17,6,APRIL,4,"17,18"
1706,17,6,JUNE,6,"28,29"
1706,17,6,SEPTEMBER,9,"8,11"
1707,17,7,APRIL,4,"19,20"
1707,17,7,JUNE,6,30
1707,17,7,JULY,7,3
1707,17,7,SEPTEMBER,9,"12,13"
1708,17,8,APRIL,4,"21,24"
1708,17,8,JULY,7,"5,6"
1708,17,8,SEPTEMBER,9,"14,15"
1709,17,9,APRIL,4,"25,26"
1709,17,9,JULY,7,"7,10"
1709,17,9,SEPTEMBER,9,"18,19"
1710,17,10,APRIL,4,"27,28"
1710,17,10,JULY,7,"11,12"
1710,17,10,SEPTEMBER,9,"20,21"
1711,17,11,MAY,5,"1,2"
1711,17,11,JULY,7,"13,14"
1711,17,11,SEPTEMBER,9,"22,25"
1712,17,12,MAY,5,"3,4"
1712,17,12,JULY,7,"17,18"
1712,17,12,SEPTEMBER,9,"26,27"
1713,17,13,MAY,5,"5,6"
1713,17,13,JULY,7,"19,20"
1713,17,13,SEPTEMBER,9,"28,29"
1714,17,14,MAY,5,"9,10"
1714,17,14,JULY,7,"21,24"
1714,17,14,OCTOBER,10,"2,3"
1715,17,15,MAY,5,"11,12"
1715,17,15,JULY,7,"25,26"
1715,17,15,OCTOBER,10,"4,5"
1716,17,16,MAY,5,"15,16"
