WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES,Test Column
1008,10,08,NOVEMBER,11,"15,18",1008
1009,10,09,APRIL,4,"23,24",1009
1009,10,09,MAY,5,"13,14",1009
1009,10,09,AUGUST,8,"6,7",1009
1009,10,09,SEPTEMBER,9,"26,27",1009
1009,10,09,NOVEMBER,11,"19,20",1009
1010,10,10,APRIL,4,"25,26",1010
1010,10,10,JUNE,6,"17,18",1010
1010,10,10,AUGUST,8,"8,9",1010
1010,10,10,SEPTEMBER,9,30,1010
1010,10,10,OCTOBER,10,1,1010
1010,10,10,NOVEMBER,11,"21,22",1010
1011,10,11,APRIL,4,"29,30",1011
1011,10,11,JUNE,6,"20,21",1011
1011,10,11,AUGUST,8,"12,13",1011
1011,10,11,OCTOBER,10,"2,3",1011
1012,10,12,MAY,5,"1,2",1012
1012,10,12,JUNE,6,"24,25",1012
1012,10,12,AUGUST,8,"14,15",1012
1012,10,12,OCTOBER,10,"4,7",1012
1013,10,13,MAY,5,"3,6",1013
1013,10,13,JUNE,6,"26,27",1013
1013,10,13,AUGUST,8,"16,19",1013
1013,10,13,OCTOBER,10,"8,9",1013
1014,10,14,MAY,5,"7,8",1014
1014,10,14,JUNE,6,28,1014
1014,10,14,JULY,7,1,1014
1014,10,14,AUGUST,8,"20,21",1014
1014,10,14,OCTOBER,10,"10,11",1014
1015,10,15,MAY,5,"9,10",1015
1015,10,15,JULY,7,"2,3",1015
1015,10,15,AUGUST,8,"22,23",1015
1015,10,15,OCTOBER,10,"15,16",1015
1016,10,16,MAY,5,"13,14",1016
1016,10,16,JULY,7,"5,8",1016
1016,10,16,AUGUST,8,"26,27",1016
1016,10,16,OCTOBER,10,"17,18",1016
1017,10,17,MAY,5,"15,16",1017
1017,10,17,JULY,7,"9,10",1017
1017,10,17,AUGUST,8,"28,29",1017
1017,10,17,OCTOBER,10,"21,22",1017
1018,10,18,MAY,5,"17,20",1018
1018,10,18,JULY,7,"11,12",1018
1018,10,18,AUGUST,8,30,1018
1018,10,18,SEPTEMBER,9,3,1018
1018,10,18,OCTOBER,10,"23,24",1018
1101,11,01,APRIL,4,"1,2",1101
1101,11,01,MAY,5,"15,16",1101
1101,11,01,JULY,7,"2,3",1101
1101,11,01,AUGUST,8,"16,19",1101
1101,11,01,OCTOBER,10,"2,3",1101
1101,11,01,NOVEMBER,11,"19,20",1101
1102,11,02,APRIL,4,"3,4,5,8",1102
1102,11,02,MAY,5,"17,20,21,22",1102
1102,11,02,JULY,7,"5,8,9,10",1102
1102,11,02,AUGUST,8,"20,21,22,23",1102
1102,11,02,OCTOBER,10,"4,7,8,9",1102
1102,11,02,NOVEMBER,11,"21,22",1102
1103,11,03,APRIL,4,"9,10",1103
1103,11,03,MAY,5,"23,24",1103
1103,11,03,JULY,7,"11,12",1103
1103,11,03,AUGUST,8,"26,27",1103
1103,11,03,OCTOBER,10,"10,11",1103
1104,11,04,APRIL,4,"11,12,15,16",1104
1104,11,04,MAY,5,"28,29,30,31",1104
1104,11,04,JULY,7,"15,16,17,18",1104
1104,11,04,AUGUST,8,"28,29,30",1104
1104,11,04,SEPTEMBER,9,3,1104
1104,11,04,OCTOBER,10,"15,16,17,18",1104
1105,11,05,APRIL,4,"17,18",1105
1105,11,05,JUNE,6,"3,4",1105
1105,11,05,JULY,7,"19,22",1105
1105,11,05,SEPTEMBER,9,"4,5",1105
1105,11,05,OCTOBER,10,"21,22",1105
1106,11,06,APRIL,4,"19,22",1106
1106,11,06,JUNE,6,"5,6",1106
1106,11,06,JULY,7,"23,24",1106
1106,11,06,SEPTEMBER,9,"6,9",1106
1106,11,06,OCTOBER,10,"23,24",1106
1107,11,07,APRIL,4,"23,24",1107
1107,11,07,JUNE,6,"7,10",1107
1107,11,07,JULY,7,"25,26",1107
1107,11,07,SEPTEMBER,9,"10,11",1107
1107,11,07,OCTOBER,10,"25,28",1107
1108,11,08,APRIL,4,"25,26,29,30",1108
1108,11,08,JUNE,6,"11,12,13,14",1108
1108,11,08,JULY,7,"29,30,31",1108
1108,11,08,AUGUST,8,1,1108
1108,11,08,SEPTEMBER,9,"12,13,16,17",1108
1108,11,08,OCTOBER,10,"29,30,31",1108
1108,11,08,NOVEMBER,11,1,1108
1109,11,09,MAY,5,"1,2",1109
1109,11,09,JUNE,6,"17,18",1109
1109,11,09,AUGUST,8,"2,5",1109
1109,11,09,SEPTEMBER,9,"18,19",1109
1109,11,09,NOVEMBER,11,"4,5",1109
1110,11,10,MAY,5,"3,6",1110
1110,11,10,JUNE,6,"20,21",1110
1110,11,10,AUGUST,8,"6,7",1110
1110,11,10,SEPTEMBER,9,"20,23",1110
1110,11,10,NOVEMBER,11,"6,7",1110
1111,11,11,MAY,5,"7,8",1111
1111,11,11,JUNE,6,"24,25",1111
1111,11,11,AUGUST,8,"8,9",1111
1111,11,11,SEPTEMBER,9,"24,25",1111
1111,11,11,NOVEMBER,11,"8,12",1111
1112,11,12,MAY,5,"9,10",1112
1112,11,12,JUNE,6,"26,27",1112
1112,11,12,AUGUST,8,"12,13",1112
1112,11,12,SEPTEMBER,9,"26,27",1112
1112,11,12,NOVEMBER,11,"13,14",1112
1113,11,13,MAY,5,"13,14",1113
1113,11,13,JUNE,6,28,1113
1113,11,13,JULY,7,1,1113
1113,11,13,AUGUST,8,"14,15",1113
1113,11,13,SEPTEMBER,9,30,1113
1113,11,13,OCTOBER,10,1,1113
1113,11,13,NOVEMBER,11,"15,18",1113
1201,12,01,APRIL,4,"1,2",1201
1201,12,01,MAY,5,"1,2",1201
1201,12,01,JUNE,6,"3,4",1201
1201,12,01,JULY,7,"5,8",1201
1201,12,01,AUGUST,8,"6,7",1201
1201,12,01,SEPTEMBER,9,"6,9",1201
1201,12,01,OCTOBER,10,"8,9",1201
1201,12,01,NOVEMBER,11,"8,12",1201
1202,12,02,APRIL,4,"3,4",1202
1202,12,02,MAY,5,"3,6",1202
1202,12,02,JUNE,6,"5,6",1202
1202,12,02,JULY,7,"9,10",1202
1202,12,02,AUGUST,8,"8,9",1202
1202,12,02,SEPTEMBER,9,"10,11",1202
1202,12,02,OCTOBER,10,"10,11",1202
1202,12,02,NOVEMBER,11,"13,14",1202
1203,12,03,APRIL,4,"5,8",1203
1203,12,03,MAY,5,"7,8",1203
1203,12,03,JUNE,6,"7,10",1203
1203,12,03,JULY,7,"11,12",1203
1203,12,03,AUGUST,8,"12,13",1203
1203,12,03,SEPTEMBER,9,"12,13",1203
1203,12,03,OCTOBER,10,"15,16",1203
1203,12,03,NOVEMBER,11,"15,18",1203
1204,12,04,APRIL,4,"9,10",1204
1204,12,04,MAY,5,"9,10",1204
1204,12,04,JUNE,6,"11,12",1204
1204,12,04,JULY,7,"15,16",1204
1204,12,04,AUGUST,8,"14,15",1204
1204,12,04,SEPTEMBER,9,"16,17",1204
1204,12,04,OCTOBER,10,"17,18",1204
1204,12,04,NOVEMBER,11,"19,20",1204
1205,12,05,APRIL,4,"11,12",1205
1205,12,05,MAY,5,"13,14",1205
1205,12,05,JUNE,6,"13,14",1205
1205,12,05,JULY,7,"17,18",1205
1205,12,05,AUGUST,8,"16,19",1205
1205,12,05,SEPTEMBER,9,"18,19",1205
1205,12,05,OCTOBER,10,"21,22",1205
1205,12,05,NOVEMBER,11,"21,22",1205
1206,12,06,APRIL,4,"15,16",1206
1206,12,06,MAY,5,"15,16",1206
1206,12,06,JUNE,6,"17,18",1206
1206,12,06,JULY,7,"19,22",1206
1206,12,06,AUGUST,8,"20,21",1206
1206,12,06,SEPTEMBER,9,"20,23",1206
1206,12,06,OCTOBER,10,"23,24",1206
1207,12,07,APRIL,4,"17,18",1207
1207,12,07,MAY,5,"17,20",1207
1207,12,07,JUNE,6,"20,21",1207
1207,12,07,JULY,7,"23,24",1207
1207,12,07,AUGUST,8,"22,23",1207
1207,12,07,SEPTEMBER,9,"24,25",1207
1207,12,07,OCTOBER,10,"25,28",1207
1208,12,08,APRIL,4,"19,22",1208
1208,12,08,MAY,5,"21,22",1208
1208,12,08,JUNE,6,"24,25",1208
1208,12,08,JULY,7,"25,26",1208
1208,12,08,AUGUST,8,"26,27",1208
1208,12,08,SEPTEMBER,9,"26,27",1208
1208,12,08,OCTOBER,10,"29,30",1208
1209,12,09,APRIL,4,"23,24",1209
1209,12,09,MAY,5,"23,24",1209
1209,12,09,JUNE,6,"26,27",1209
1209,12,09,JULY,7,"29,30",1209
1209,12,09,AUGUST,8,"28,29",1209
1209,12,09,SEPTEMBER,9,30,1209
1209,12,09,OCTOBER,10,"1,31",1209
1209,12,09,NOVEMBER,11,1,1209
1210,12,10,APRIL,4,"25,26",1210
1210,12,10,MAY,5,"28,29",1210
1210,12,10,JUNE,6,28,1210
1210,12,10,JULY,7,"1,31",1210
1210,12,10,AUGUST,8,"1,30",1210
1210,12,10,SEPTEMBER,9,3,1210
1210,12,10,OCTOBER,10,"2,3",1210
1210,12,10,NOVEMBER,11,"4,5",1210
1211,12,11,APRIL,4,"29,30",1211
1211,12,11,MAY,5,"30,31",1211
1211,12,11,JULY,7,"2,3",1211
1211,12,11,AUGUST,8,"2,5",1211
1211,12,11,SEPTEMBER,9,"4,5",1211
1211,12,11,OCTOBER,10,"4,7",1211
1211,12,11,NOVEMBER,11,"6,7",1211
1301,13,01,APRIL,4,"1,2",1301
1301,13,01,JUNE,6,"17,18",1301
1301,13,01,SEPTEMBER,9,"4,5",1301
1302,13,02,APRIL,4,"3,4",1302
1302,13,02,JUNE,6,"20,21",1302
1302,13,02,SEPTEMBER,9,"6,9",1302
1303,13,03,APRIL,4,"5,8",1303
1303,13,03,JUNE,6,"24,25",1303
1303,13,03,SEPTEMBER,9,"10,11",1303
1304,13,04,APRIL,4,"9,10",1304
1304,13,04,JUNE,6,"26,27",1304
1304,13,04,SEPTEMBER,9,"12,13",1304
1305,13,05,APRIL,4,"11,12",1305
1305,13,05,JUNE,6,28,1305
1305,13,05,JULY,7,1,1305
1305,13,05,SEPTEMBER,9,"16,17",1305
1306,13,06,APRIL,4,"15,16",1306
1306,13,06,JULY,7,"2,3",1306
1306,13,06,SEPTEMBER,9,"18,19",1306
1307,13,07,APRIL,4,"17,18",1307
1307,13,07,JULY,7,"5,8",1307
1307,13,07,SEPTEMBER,9,"20,23",1307
1308,13,08,APRIL,4,"19,22",1308
1308,13,08,JULY,7,"9,10",1308
1308,13,08,SEPTEMBER,9,"24,25",1308
1309,13,09,APRIL,4,"23,24",1309
1309,13,09,JULY,7,"11,12",1309
1309,13,09,SEPTEMBER,9,"26,27",1309
1310,13,10,APRIL,4,"25,26",1310
1310,13,10,JULY,7,"15,16",1310
1310,13,10,SEPTEMBER,9,30,1310
1310,13,10,OCTOBER,10,1,1310
1311,13,11,APRIL,4,"29,30",1311
1311,13,11,JULY,7,"17,18",1311
1311,13,11,OCTOBER,10,"2,3",1311
1312,13,12,MAY,5,"1,2",1312
1312,13,12,JULY,7,"19,22",1312
1312,13,12,OCTOBER,10,"4,7",1312
1313,13,13,MAY,5,"3,6",1313
1313,13,13,JULY,7,"23,24",1313
1313,13,13,OCTOBER,10,"8,9",1313
1314,13,14,MAY,5,"7,8",1314
1314,13,14,JULY,7,"25,26",1314
1314,13,14,OCTOBER,10,"10,11",1314
1315,13,15,MAY,5,"9,10",1315
1315,13,15,JULY,7,"29,30",1315
1315,13,15,OCTOBER,10,"15,16",1315
1316,13,16,MAY,5,"13,14",1316
1316,13,16,JULY,7,31,1316
1316,13,16,AUGUST,8,1,1316
1316,13,16,OCTOBER,10,"17,18",1316
1317,13,17,MAY,5,"15,16",1317
1317,13,17,AUGUST,8,"2,5",1317
1317,13,17,OCTOBER,10,"21,22",1317
1318,13,18,MAY,5,"17,20",1318
1318,13,18,AUGUST,8,"6,7",1318
1318,13,18,OCTOBER,10,"23,24",1318
1319,13,19,MAY,5,"21,22",1319
1319,13,19,AUGUST,8,"8,9",1319
1319,13,19,OCTOBER,10,"25,28",1319
1320,13,20,MAY,5,"23,24",1320
1320,13,20,AUGUST,8,"12,13",1320
1320,13,20,OCTOBER,10,"29,30",1320
1321,13,21,MAY,5,"28,29",1321
1321,13,21,AUGUST,8,"14,15",1321
1321,13,21,OCTOBER,10,31,1321
1321,13,21,NOVEMBER,11,1,1321
1322,13,22,MAY,5,"30,31",1322
1322,13,22,AUGUST,8,"16,19",1322
1322,13,22,NOVEMBER,11,"4,5",1322
1323,13,23,JUNE,6,"3,4",1323
1323,13,23,AUGUST,8,"20,21",1323
1323,13,23,NOVEMBER,11,"6,7",1323
1324,13,24,JUNE,6,"5,6",1324
1324,13,24,AUGUST,8,"22,23",1324
1324,13,24,NOVEMBER,11,"8,12",1324
1325,13,25,JUNE,6,"7,10",1325
1325,13,25,AUGUST,8,"26,27",1325
1325,13,25,NOVEMBER,11,"13,14",1325
1326,13,26,JUNE,6,"11,12",1326
1326,13,26,AUGUST,8,"28,29",1326
1326,13,26,NOVEMBER,11,"15,18",1326
1327,13,27,JUNE,6,"13,14",1327
1327,13,27,AUGUST,8,30,1327
1327,13,27,SEPTEMBER,9,3,1327
1327,13,27,NOVEMBER,11,"19,20",1327
1401,14,01,APRIL,4,"1,2",1401
1401,14,01,MAY,5,"21,22",1401
1401,14,01,JULY,7,"15,16",1401
1401,14,01,SEPTEMBER,9,"4,5",1401
1401,14,01,OCTOBER,10,"25,28",1401
1402,14,02,APRIL,4,"3,4",1402
1402,14,02,MAY,5,"23,24",1402
1402,14,02,JULY,7,"17,18",1402
1402,14,02,SEPTEMBER,9,"6,9",1402
1402,14,02,OCTOBER,10,"29,30",1402
1403,14,03,APRIL,4,"5,8",1403
1403,14,03,MAY,5,"28,29",1403
1403,14,03,JULY,7,"19,22",1403
1403,14,03,SEPTEMBER,9,"10,11",1403
1403,14,03,OCTOBER,10,31,1403
1403,14,03,NOVEMBER,11,1,1403
1404,14,04,APRIL,4,"9,10",1404
1404,14,04,MAY,5,"30,31",1404
1404,14,04,JULY,7,"23,24",1404
1404,14,04,SEPTEMBER,9,"12,13",1404
1404,14,04,NOVEMBER,11,"4,5",1404
1405,14,05,APRIL,4,"11,12",1405
1405,14,05,JUNE,6,"3,4",1405
1405,14,05,JULY,7,"25,26",1405
1405,14,05,SEPTEMBER,9,"16,17",1405
1405,14,05,NOVEMBER,11,"6,7",1405
1406,14,06,APRIL,4,"15,16",1406
1406,14,06,JUNE,6,"5,6",1406
1406,14,06,JULY,7,"29,30",1406
1406,14,06,SEPTEMBER,9,"18,19",1406
1406,14,06,NOVEMBER,11,"8,12",1406
1407,14,07,APRIL,4,"17,18",1407
1407,14,07,JUNE,6,"7,10",1407
1407,14,07,JULY,7,31,1407
1407,14,07,AUGUST,8,1,1407
1407,14,07,SEPTEMBER,9,"20,23",1407
1407,14,07,NOVEMBER,11,"13,14",1407
1408,14,08,APRIL,4,"19,22",1408
1408,14,08,JUNE,6,"11,12",1408
1408,14,08,AUGUST,8,"2,5",1408
1408,14,08,SEPTEMBER,9,"24,25",1408
1408,14,08,NOVEMBER,11,"15,18",1408
1409,14,09,APRIL,4,"23,24",1409
1409,14,09,MAY,5,"13,14",1409
1409,14,09,AUGUST,8,"6,7",1409
1409,14,09,SEPTEMBER,9,"26,27",1409
1409,14,09,NOVEMBER,11,"19,20",1409
1410,14,10,APRIL,4,"25,26",1410
1410,14,10,JUNE,6,"17,18",1410
1410,14,10,AUGUST,8,"8,9",1410
1410,14,10,SEPTEMBER,9,30,1410
1410,14,10,OCTOBER,10,1,1410
1410,14,10,NOVEMBER,11,"21,22",1410
1411,14,11,APRIL,4,"29,30",1411
1411,14,11,JUNE,6,"20,21",1411
1411,14,11,AUGUST,8,"12,13",1411
1411,14,11,OCTOBER,10,"2,3",1411
1412,14,12,MAY,5,"1,2",1412
1412,14,12,JUNE,6,"24,25",1412
1412,14,12,AUGUST,8,"14,15",1412
1412,14,12,OCTOBER,10,"4,7",1412
1413,14,13,MAY,5,"3,6",1413
1413,14,13,JUNE,6,"26,27",1413
1413,14,13,AUGUST,8,"16,19",1413
1413,14,13,OCTOBER,10,"8,9",1413
1414,14,14,MAY,5,"7,8",1414
1414,14,14,JUNE,6,28,1414
1414,14,14,JULY,7,1,1414
1414,14,14,AUGUST,8,"20,21",1414
1414,14,14,OCTOBER,10,"10,11",1414
1415,14,15,MAY,5,"9,10",1415
1415,14,15,JULY,7,"2,3",1415
1415,14,15,AUGUST,8,"22,23",1415
1415,14,15,OCTOBER,10,"15,16",1415
1416,14,16,MAY,5,"13,14",1416
1416,14,16,JULY,7,"5,8",1416
1416,14,16,AUGUST,8,"26,27",1416
1416,14,16,OCTOBER,10,"17,18",1416
1417,14,17,MAY,5,"15,16",1417
1417,14,17,JULY,7,"9,10",1417
1417,14,17,AUGUST,8,"28,29",1417
1417,14,17,OCTOBER,10,"21,22",1417
1418,14,18,MAY,5,"17,20",1418
1418,14,18,JULY,7,"11,12",1418
1418,14,18,AUGUST,8,30,1418
1418,14,18,SEPTEMBER,9,3,1418
1418,14,18,OCTOBER,10,"23,24",1418
1501,15,01,APRIL,4,"1,2,29,30",1501
1501,15,01,MAY,5,"28,29",1501
1501,15,01,JUNE,6,"26,27",1501
1501,15,01,JULY,7,"25,26",1501
1501,15,01,AUGUST,8,"22,23",1501
1501,15,01,SEPTEMBER,9,"20,23",1501
1501,15,01,OCTOBER,10,"21,22",1501
1501,15,01,NOVEMBER,11,"19,20",1501
1502,15,02,APRIL,4,"3,4",1502
1502,15,02,MAY,5,"1,2,30,31",1502
1502,15,02,JUNE,6,28,1502
1502,15,02,JULY,7,"1,29,30",1502
1502,15,02,AUGUST,8,"26,27",1502
1502,15,02,SEPTEMBER,9,"24,25",1502
1502,15,02,OCTOBER,10,"23,24",1502
1502,15,02,NOVEMBER,11,"21,22",1502
1503,15,03,APRIL,4,"5,8",1503
1503,15,03,MAY,5,"3,6",1503
1503,15,03,JUNE,6,"3,4",1503
1503,15,03,JULY,7,"2,3,31",1503
1503,15,03,AUGUST,8,1,1503
1503,15,03,SEPTEMBER,9,"26,27",1503
1503,15,03,OCTOBER,10,"25,28",1503
1504,15,04,APRIL,4,"9,10",1504
1504,15,04,MAY,5,"7,8",1504
1504,15,04,JUNE,6,"5,6",1504
1504,15,04,JULY,7,"5,8",1504
1504,15,04,AUGUST,8,"2,5,30",1504
1504,15,04,SEPTEMBER,9,"3,30",1504
1504,15,04,OCTOBER,10,"1,29,30",1504
1505,15,05,APRIL,4,"11,12",1505
1505,15,05,MAY,5,"9,10",1505
1505,15,05,JUNE,6,"7,10",1505
1505,15,05,JULY,7,"9,10",1505
1505,15,05,AUGUST,8,"6,7",1505
1505,15,05,SEPTEMBER,9,"4,5",1505
1505,15,05,OCTOBER,10,"2,3,31",1505
1505,15,05,NOVEMBER,11,1,1505
1506,15,06,APRIL,4,"15,16",1506
1506,15,06,MAY,5,"13,14",1506
1506,15,06,JUNE,6,"11,12",1506
1506,15,06,JULY,7,"11,12",1506
1506,15,06,AUGUST,8,"8,9",1506
1506,15,06,SEPTEMBER,9,"6,9",1506
1506,15,06,OCTOBER,10,"4,7",1506
1506,15,06,NOVEMBER,11,"4,5",1506
1507,15,07,APRIL,4,"17,18",1507
1507,15,07,MAY,5,"15,16",1507
1507,15,07,JUNE,6,"13,14",1507
1507,15,07,JULY,7,"15,16",1507
1507,15,07,AUGUST,8,"12,13",1507
1507,15,07,SEPTEMBER,9,"10,11",1507
1507,15,07,OCTOBER,10,"8,9",1507
1507,15,07,NOVEMBER,11,"6,7",1507
1508,15,08,APRIL,4,"19,22",1508
1508,15,08,MAY,5,"17,20",1508
1508,15,08,JUNE,6,"17,18",1508
1508,15,08,JULY,7,"17,18",1508
1508,15,08,AUGUST,8,"14,15",1508
1508,15,08,SEPTEMBER,9,"12,13",1508
1508,15,08,OCTOBER,10,"10,11",1508
1508,15,08,NOVEMBER,11,"8,12",1508
1509,15,09,APRIL,4,"23,24",1509
1509,15,09,MAY,5,"21,22",1509
1509,15,09,JUNE,6,"20,21",1509
1509,15,09,JULY,7,"19,22",1509
1509,15,09,AUGUST,8,"16,19",1509
1509,15,09,SEPTEMBER,9,"16,17",1509
1509,15,09,OCTOBER,10,"15,16",1509
1509,15,09,NOVEMBER,11,"13,14",1509
1510,15,10,APRIL,4,"25,26",1510
1510,15,10,MAY,5,"23,24",1510
1510,15,10,JUNE,6,"24,25",1510
1510,15,10,JULY,7,"23,24",1510
1510,15,10,AUGUST,8,"20,21",1510
1510,15,10,SEPTEMBER,9,"18,19",1510
1510,15,10,OCTOBER,10,"17,18",1510
1510,15,10,NOVEMBER,11,"15,18",1510
1601,16,01,APRIL,4,"1,2",1601
1601,16,01,JUNE,6,"11,12",1601
1601,16,01,AUGUST,8,"22,23",1601
1601,16,01,NOVEMBER,11,"4,5",1601
1602,16,02,APRIL,4,"3,4",1602
1602,16,02,JUNE,6,"13,14",1602
1602,16,02,AUGUST,8,"26,7",1602
1602,16,02,NOVEMBER,11,"6,7",1602
1603,16,03,APRIL,4,"5,8",1603
1603,16,03,JUNE,6,"17,18",1603
1603,16,03,AUGUST,8,"28,29",1603
1603,16,03,NOVEMBER,11,"8,12",1603
1604,16,04,APRIL,4,"9,10",1604
1604,16,04,JUNE,6,"20,21",1604
1604,16,04,AUGUST,8,30,1604
1604,16,04,SEPTEMBER,9,3,1604
1604,16,04,NOVEMBER,11,"13,14",1604
1605,16,05,APRIL,4,"11,12",1605
1605,16,05,JUNE,6,"24,25",1605
1605,16,05,SEPTEMBER,9,"4,5",1605
1605,16,05,NOVEMBER,11,"15,18",1605
1606,16,06,APRIL,4,"15,16",1606
1606,16,06,JUNE,6,"26,27",1606
1606,16,06,AUGUST,8,"6,9",1606
1606,16,06,NOVEMBER,11,"19,20",1606
1607,16,07,APRIL,4,"17,18",1607
1607,16,07,JUNE,6,28,1607
1607,16,07,JULY,7,1,1607
1607,16,07,SEPTEMBER,9,"10,11",1607
1607,16,07,NOVEMBER,11,"21,22",1607
1608,16,08,APRIL,4,"19,22",1608
1608,16,08,JULY,7,"2,3",1608
1608,16,08,SEPTEMBER,9,"12,13",1608
1609,16,09,APRIL,4,"23,24",1609
1609,16,09,JULY,7,"5,8",1609
1609,16,09,SEPTEMBER,9,"16,17",1609
1610,16,10,APRIL,4,"25,26",1610
1610,16,10,JULY,7,"9,10",1610
1610,16,10,SEPTEMBER,9,"18,19",1610
1611,16,11,APRIL,4,"29,30",1611
1611,16,11,JULY,7,"11,12",1611
1611,16,11,SEPTEMBER,9,"20,23",1611
1612,16,12,MAY,5,"1,2",1612
1612,16,12,JULY,7,"15,16",1612
1612,16,12,SEPTEMBER,9,"24,25",1612
1613,16,13,MAY,5,"3,6",1613
1613,16,13,JULY,7,"17,18",1613
1613,16,13,SEPTEMBER,9,"26,27",1613
1614,16,14,MAY,5,"7,8",1614
1614,16,14,JULY,7,"19,22",1614
1614,16,14,SEPTEMBER,9,30,1614
1614,16,14,OCTOBER,10,1,1614
1615,16,15,MAY,5,"9,10",1615
1615,16,15,JULY,7,"23,24",1615
1615,16,15,OCTOBER,10,"2,3",1615
1616,16,16,MAY,5,"13,14",1616
1616,16,16,JULY,7,"25,26",1616
1616,16,16,OCTOBER,10,"4,7",1616
1617,16,17,MAY,5,"15,16",1617
1617,16,17,JULY,7,"29,30",1617
1617,16,17,OCTOBER,10,"8,9",1617
1618,16,18,MAY,5,"17,20",1618
1618,16,18,JULY,7,31,1618
1618,16,18,AUGUST,8,1,1618
1618,16,18,OCTOBER,10,"10,11",1618
1619,16,19,MAY,5,"21,22",1619
1619,16,19,AUGUST,8,"2,5",1619
1619,16,19,OCTOBER,10,"15,16",1619
1620,16,20,MAY,5,"23,24",1620
1620,16,20,AUGUST,8,"6,7",1620
1620,16,20,OCTOBER,10,"17,18",1620
1621,16,21,MAY,5,"28,29",1621
1621,16,21,AUGUST,8,"8,9",1621
1621,16,21,OCTOBER,10,"21,22",1621
1622,16,22,MAY,5,"30,31",1622
1622,16,22,AUGUST,8,"12,13",1622
1622,16,22,OCTOBER,10,"23,24",1622
1623,16,23,JUNE,6,"3,4",1623
1623,16,23,AUGUST,8,"14,15",1623
1623,16,23,OCTOBER,10,"25,28",1623
1624,16,24,JUNE,6,"5,6",1624
1624,16,24,AUGUST,8,"16,19",1624
1624,16,24,OCTOBER,10,"29,30",1624
1625,16,25,JUNE,6,"7,10",1625
1625,16,25,AUGUST,8,"20,21",1625
1625,16,25,OCTOBER,10,31,1625
1625,16,25,NOVEMBER,11,1,1625
1701,17,01,APRIL,4,"1,2",1701
1701,17,01,JUNE,6,"11,12",1701
1701,17,01,AUGUST,8,"22,23",1701
1701,17,01,NOVEMBER,11,"4,5",1701
1702,17,02,APRIL,4,"3,4",1702
1702,17,02,JUNE,6,"13,14",1702
1702,17,02,AUGUST,8,"26,7",1702
1702,17,02,NOVEMBER,11,"6,7",1702
1703,17,03,APRIL,4,"5,8",1703
1703,17,03,JUNE,6,"17,18",1703
1703,17,03,AUGUST,8,"28,29",1703
1703,17,03,NOVEMBER,11,"8,12",1703
1704,17,04,APRIL,4,"9,10",1704
1704,17,04,JUNE,6,"20,21",1704
1704,17,04,AUGUST,8,30,1704
1704,17,04,SEPTEMBER,9,3,1704
1704,17,04,NOVEMBER,11,"13,14",1704
1705,17,05,APRIL,4,"11,12",1705
1705,17,05,JUNE,6,"24,25",1705
1705,17,05,SEPTEMBER,9,"4,5",1705
1705,17,05,NOVEMBER,11,"15,18",1705
1706,17,06,APRIL,4,"15,16",1706
1706,17,06,JUNE,6,"26,27",1706
1706,17,06,AUGUST,8,"6,9",1706
1706,17,06,NOVEMBER,11,"19,20",1706
1707,17,07,APRIL,4,"17,18",1707
1707,17,07,JUNE,6,28,1707
1707,17,07,JULY,7,1,1707
1707,17,07,SEPTEMBER,9,"10,11",1707
1707,17,07,NOVEMBER,11,"21,22",1707
1708,17,08,APRIL,4,"19,22",1708
1708,17,08,JULY,7,"2,3",1708
1708,17,08,SEPTEMBER,9,"12,13",1708
1709,17,09,APRIL,4,"23,24",1709
1709,17,09,JULY,7,"5,8",1709
1709,17,09,SEPTEMBER,9,"16,17",1709
1710,17,10,APRIL,4,"25,26",1710
1710,17,10,JULY,7,"9,10",1710
1710,17,10,SEPTEMBER,9,"18,19",1710
1711,17,11,APRIL,4,"29,30",1711
1711,17,11,JULY,7,"11,12",1711
1711,17,11,SEPTEMBER,9,"20,23",1711
1712,17,12,MAY,5,"1,2",1712
1712,17,12,JULY,7,"15,16",1712
1712,17,12,SEPTEMBER,9,"24,25",1712
1713,17,13,MAY,5,"3,6",1713
1713,17,13,JULY,7,"17,18",1713
1713,17,13,SEPTEMBER,9,"26,27",1713
1714,17,14,MAY,5,"7,8",1714
1714,17,14,JULY,7,"19,22",1714
1714,17,14,SEPTEMBER,9,30,1714
1714,17,14,OCTOBER,10,1,1714
1715,17,15,MAY,5,"9,10",1715
1715,17,15,JULY,7,"23,24",1715
1715,17,15,OCTOBER,10,"2,3",1715
1716,17,16,MAY,5,"13,14",1716
1716,17,16,JULY,7,"25,26",1716
1716,17,16,OCTOBER,10,"4,7",1716
1717,17,17,MAY,5,"15,16",1717
1717,17,17,JULY,7,"29,30",1717
1717,17,17,OCTOBER,10,"8,9",1717
1718,17,18,MAY,5,"17,20",1718
1718,17,18,JULY,7,31,1718
1718,17,18,AUGUST,8,1,1718
1718,17,18,OCTOBER,10,"10,11",1718
1719,17,19,MAY,5,"21,22",1719
1719,17,19,AUGUST,8,"2,5",1719
1719,17,19,OCTOBER,10,"15,16",1719
1720,17,20,MAY,5,"23,24",1720
1720,17,20,AUGUST,8,"6,7",1720
1720,17,20,OCTOBER,10,"17,18",1720
1721,17,21,MAY,5,"28,29",1721
1721,17,21,AUGUST,8,"8,9",1721
